name,price,bottle,type_wine,region,grapes,producer,wine_description,tasting_descr,tasting_view,tasting_bouquet,tasting_mouth,serving_storage_conditions,serve_temperature,food_pairing,alergens,alcohol_content,production,winemaking_info,vessel_material,aging_period,casks_age,casks_wood,more_winemaking_info,vineyards,type_agriculture,vineyard_age,soil_type,climate,orientation,surface,customer_reviews,customer_reviews_number,last_score_parker,last_score_penin,last_score_year,image,url,year,last_score_parker_num
Albret Chardonnay 2019,£14.00,,White wine,Navarre ,Chardonnay,Finca Albret,,,Yellow / Bright,Higly aromatic / Fruit aromas / Apricot / Pineapple / Lime / Floral scents / Spicy notes / Vanilla / Ageing notes / Complex,Harmonious / With volume / Good acidity / Refreshing / Fruit-forward / Ageing notes / Well-integrated wood / Rounded / Pleasant,,Serve between 12ºC and 14ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jdafb19_anv800.png,https://www.vinissimus.com/en/wine/albret-chardonnay/,2019.0,
Pla del Tet 2015,£29.30,,Red wine,Costers del Segre ,Syrah,Clos Pons,"This jewel, born at the foot of the Sierra de la Llena, is the first Clos Pons Collection wine. Endowed with extraordinary finesse and elegance, it has an attractive spicy character",,,,,,Serve between 15ºC and 17ºC,,Contains sulfites,14.5,,,12 months,French oak,,,,,,Limestone,Continental with Mediterranean influence,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cptet15_anv800.png,https://www.vinissimus.com/en/wine/pla-del-tet/,2015.0,
Ulivel·la 2016,£14.30,,White wine,Wines without GI ,Xarel·lo,Masia de la Roqua,"Taking maximum care of the grapes from the old vineyard of the ""La Riera"" of Masía de la Roqua, in the Massís del Garraf, at its optimum point of maturation, you can obtain an excellent Xarel·lo, with its typical aniseed, citrus and citrus aroma. ripe white fruit, in addition to a very good natural acidity. Very interesting is the contribution of a small percentage of Malvasia from Sitges.  The aging on lees provides an ideal texture to the wine, perfectly balanced with the acidity. Also note the mineral notes, typical of a certain terroir as is the Massís del Garraf. Long aftertaste.",,,,,,Serve between 8ºC and 10ºC,,Contains sulfites,12.0,,,Between 20 and 60 years,Calcareous-clay,Mediterranean,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/uliv16_anv800.png,https://www.vinissimus.com/en/wine/ulivel-la/,2016.0,
Berdié Reserva Brut Nature,£13.40,,Cava,DO Cava ,"Macabeo, Xarel·lo, Parellada",Berdié Romagosa,,,Straw yellow / Bright / Greenish glints,Fresh fruit / Green apple / Confectionery / Dried fruit and nuts / Yeast / White flowers,Lovely / Good acidity / Crunchy / Fresh / Citrus notes / Full / Light / Structured / Intense / Fruit-forward,,Serve between 8ºC and 10ºC,,Contains sulfites,11.5,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/berbn10_anv800.png,https://www.vinissimus.com/en/cava/berdie-reserva-brut-nature/,,
Bendito Destino Clarete 2021,£38.95,,Clarete wine,Ribera del Duero ,"Tempranillo, Garnacha, Albillo",Bendito Destino,,,,,,,Serve between 9ºC and 11ºC,,Contains sulfites,12.5,"2,180  bottles",,6 months,French oak,,,,,,Clay sand,900.00 meters,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bdcla21_anv800_1657199575.png,https://www.vinissimus.com/en/wine/bendito-destino-clarete/,2021.0,
Protos 9 Meses Ecológico 2019,£14.45,,Red wine,Ribera del Duero ,Tempranillo,Bodegas Protos,"Protos was founded in 1927 and was the first winery in the wine region known as Ribera del Duero, being its first name precisely that one: Ribera del Duero. In the early 1980s, coinciding with the creation of the Regulatory Council of the area, the winery changed its original name to Bodegas Protos (from the Greek protos, which means first). It ceded its first name to the Regulatory Council, authorising it to use that name to identify the Ribera del Duero denomination of origin....",,Picota cherry red / Violet glints,Fresh / Black fruit / Red fruit / Spicy notes / Toasty notes / Cocoa,Rounded / Fresh / Silky / Smooth tannins,,Serve between 15ºC and 16ºC,,Contains sulfites,14.5,,,9 months,New and one wine,French oak,,,,Organic,Clay loam,Continental,North-south,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pecot19_anv800_1687966278.png,https://www.vinissimus.com/en/wine/protos-ecologico-tempranillo/,2019.0,
Secua 2016,£28.60,,Red wine,Castilla ,"Cabernet Sauvignon, Syrah",Finca La Estacada,"The star wine of this bodega: a blend of Cabernet and Syrah grapes coming from small parcels densely planted at an altitude of 850 m.
This is a wine with high tannin content – it undergoes malolactic fermentation in new oak barrels and remains in them for 10 months. After a brief period of homogenization in tank, it is left to age again in new French oak barrels for a further 10 months and then 10 more in bottle.
NOTE: Decanting is recommended.
A dark cherry colour and very dense, the wine appears lively and bright. The nose is complex, revealing aromas of ripe fruit, with smoky notes of cocoa, tobacco and chocolate, imbued by the barrel. It is powerful, tannic, velvety-smooth and elegant on the palate.
Fermented in new oak barrels (10 months) and aged for 10 months in new French oak barrels. Subsequently resting in bottle for a further 12 months. ","Owned by the Cantarero Rodríguez family and located in Cuenca territory, this winery aims to highlight the quality profile of the reasonably-priced wines coming out of this region.

The winery buildings are perfectly in keeping with the surrounding countryside, and architecturally designed to feature the Mudejar style brickwork, typically found in La Mancha.
The 238 hectares are divided up into plantations of mostly Tempranillo (106), Merlot (32), Syrah (8), Airén, Macabeo...",,,,,Serve between 16ºC and 18ºC,,Contains sulfites,14.0,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/secua16_anv800.png,https://www.vinissimus.com/en/wine/secua/,2016.0,
Sonsierra Vendimia Seleccionada 2014,£13.40,,Red wine,Rioja ,Tempranillo,Bodegas Sonsierra,,,Picota cherry red / Bright / Garnet glints / Intense,Powerful / Fruit aromas / Ripe red fruit / Ageing notes / Vanilla / Mineral notes / Toasty notes / Complex,Full / Elegant / Ripe tannins / Pleasant finish / Long / Persistent,,,,Contains sulfites,13.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ssrvs14_anv800.png,https://www.vinissimus.com/en/wine/sonsierra-vendimia-seleccionada/,2014.0,
Riu de Gost Garnatxa Blanca 2019,£34.40,,White wine,Wines without GI ,White Grenache,Pla de Morei,,,Deep yellow / Greenish glints,Clean / Subtle / Elegant / Complex / Higly aromatic / Fruit aromas / White fruit / Candied fruit / Floral scents,Structured / Creamy / Good acidity / Dense / Long,,,,Contains sulfites,13.5,,,Limestone / Clay sand,Mediterranean,,,,,Organic,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rdggb19_anv800.png,https://www.vinissimus.com/en/wine/riu-de-gost-garnatxa-blanca/,2019.0,
Allende Blanco 2019,£25.00,,White wine,Rioja ,"Viura, Malvasia",Finca Allende,"Allende Blanco is a wine of contrasts, of surprises, pleasant ones, and an ideal white for getting to know the great potential of the Rioja's Viura variety and being delighted with it. The contrasts will become apparent when you compare the nose and palate. And the great surprise, or the second one, comes through on the palate. It's impressive, a white recalling some of those superb Chardonnays from Burgundy but with all the character of a true Rioja: maturity, tension and saline profundity, like some of the classics.  A white that few can compare to, genuinely classic, precisely modern.
The Allende Blanco is almost a single varietal Viura and will ultimately become one in time. It has a mere 5% Malvasía from some vines planted among the Viura, but which Miguel Ángel intends to select and discard over time since, even though it's a variety that imparts aromas when the wine is young, it's quick to oxidise. We will follow the development of this white with great attention.","In the glass it's a very bright yellow, extremely limpid, and once poured, the aromas tally with that lightness of colour: subtly perfumed and tremendously fresh, citrus, with a very clean and well-defined nose, yet also revealing some surprising hints redolent of chalk. Warming up a bit, it develops a saline nuance, a balsamic waft and even a hint of the odd off-white flower. It's definitely not lacking in elegance, character, nor complexity either.
In the mouth it is very flavoursome, with great volume and the fruit provision is delicious, with flavours more of stone fruit than the citrus ones suggested by its nose, peach and very ripe greengage plums. Unless you'd read the technical sheet, you'd never believe that this wine not only ferments in new barrels but also ages in them for over a year, for a total of fourteen months, in French oak barrels and all new. The secret? Barrels with a very light toast. And the Burgundy idea comes to mind due to the overall quality and precision. A great Viura, long and very persistent as well.",,,,"We asked Miguel Ángel about that chalky character in this Rioja Alta region and he told us that the soils of Briones, the town where his vineyards are located, are ones that make the difference; clay soils, yes, but with a continuous substratum of calcareous gravel which makes the roots of those old vines sink down deep and extract a large amount of minerals.",Serve between 10ºC and 12ºC,Starters and suppersVegetablesRiceFishPoultry and white meatsPasta,Contains sulfites,13.5,"25,000 - 35,000  bottles","Miguel Ángel de Gregorio is one of the best winemakers in the country and an assiduous vine grower. Quite a reference point in La Rioja, he was one of the first to opt for single vineyard wines (Calvario and Aurus have been his principal exponents) and he is a firm supporter of indigenous varieties and hard work in the vineyard. He received praise first of all for his great efforts at Bodegas Bretón, but he attracted fame definitively due to the wines of his own winery: Finca...",Wood,14 months,New,French oak,Not clarified / Soft filtering before bottling,,,55 years,Clay / Gravel in the depth,,,,4.5,11,92,,2019.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/alenb19_anv800.png,https://www.vinissimus.com/en/wine/allende-blanco/,2019.0,92.0
Adernats Temptació 2019,£11.00,,Red wine,Tarragona ,"Tempranillo, Merlot",Adernats,,,Ruby red / Intense / Violet glints / Abundant tears,Higly aromatic / Fruit aromas / Red fruit / Dried fruit and nuts / Hazelnuts / Caramel,Smooth / Warm / Elegant / Spicy notes / Coffee / Cocoa / Fruit-forward / Persistent,,,,Contains sulfites,13.0,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/adeit19_anv800.png,https://www.vinissimus.com/en/wine/adernats-instint/,2019.0,
Viña Gómez Nubes de Altura Vidueño 2019,£20.20,,White wine,Valle de Güímar ,"Malvasia, Marmajuelo, Malvasía Negra, Verdello, Muscat of Alexandria, Listán Blanco",Bodegas Viña Gómez,,,Straw yellow / Bright,Complex / Fruit aromas / Varietal notes,Rounded / Balanced acidity / Balanced / Smooth / Persistent / Complex,,Serve between 7ºC and 9ºC,,Contains sulfites,12.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vgvav19_anv800.png,https://www.vinissimus.com/en/wine/vina-gomez-nubes-de-altura-vidueno/,2019.0,
Val de Reyes Blanco Semi Dulce 2016,£11.40,,White wine,Castile and León ,"Albillo, Muscat of Alexandria",Bodegas Fariña,"Founded in 1942 by Salvador Fariña, Bodegas Fariña is one of the principal names behind the creation of the DO Toro appellation. Following in the footsteps of his father, Salvador, the current owner Manuel Fariña has maintained the family character and the same enthusiasm and passion for winemaking. Their wines are a splendid combination of modern techniques and traditional methods from the Toro region.

Among the excellent wines they produce is a range of wines named after...",,Greenish yellow / Pale,Complex / Varietal aromas / Orange peel / Honey,Flavoursome / Sweet / Fresh / Crunchy,,,,Contains sulfites,13.5,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vrybl16_anv800.png,https://www.vinissimus.com/en/wine/val-de-reyes-blanco-semi-dulce/,2016.0,
Conxita Solergibert 2002,£38.45,,Red wine,Pla de Bages ,Merlot,Celler Solergibert,,,Garnet / Quite opaque,Higly aromatic / Complex / Ageing notes / Ripe fruit / Balsamic aromas,Structured / Ripe tannins / Long finish / Rounded,,,,Contains sulfites,13.5,,,24 months,American oak,,,,,,,,,,,0.0,0,,,2002.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sgcxt02_anv800.png,https://www.vinissimus.com/en/wine/conxita-solergibert/,2002.0,
Pilas Bonas 2018,£10.70,,White wine,Pago Casa del Blanco ,"Chardonnay, Sauvignon Blanc",Pago Casa del Blanco,"Pago Casa del Blanco is a family-owned winery, with over 150 years of history, and an albeit brief but intensely active wine-growing tradition that in 2010 managed to achieve the highest category in wine classification: the Protected Denomination of Origin Pago Casa del Blanco.
The Vinos de Pago certification requires considerable effort and compliance with some very strict quality regulations, but it ratifies and guarantees the singularity and personality of wines originating...",,Yellow / Clean / Bright,Fresh / Higly aromatic / Fruit aromas / White fruit / Pear / Pineapple / Hay / Smoky notes / Dried figs,Oily / Unctuous / Good acidity / Balanced / Slightly bitter / Subtle / Fruit-forward,,,,Contains sulfites,13.0,,,,,,,,,,,,,,,5.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pibon18_anv800.png,https://www.vinissimus.com/en/wine/pilas-bonas/,2018.0,
Xarel·lo Àmfores de Loxarel 2019,£17.70,,White wine,Penedès ,Xarel·lo,Loxarel Vitivinicultors,,,Straw yellow / Bright,Herbaceous notes / Fruit aromas / Ripe white fruit,Unctuous / Oily / With volume / Mineral notes / Fresh / Elegant / Varietal notes,,Serve between 4ºC and 6ºC,,Contains sulfites,13.0,,,Earthenware,5 months,,,,,Biodynamic,,,,,,4.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/xlafl19_anv800.png,https://www.vinissimus.com/en/wine/xarel-lo-amfores-de-loxarel/,2019.0,
Cantallops Xarel·lo d'AT Roca 2019,£26.20,,White wine,Penedès ,Xarel·lo,AT Roca,,,Straw yellow / Clean / Bright / Golden glints / Abundant tears,Higly aromatic / Elegant / Frank / Fruit aromas / Fresh fruit / Aniseed aromas / Smoky notes / Confectionery notes,Fruit-forward / Fresh fruit / Confectionery notes / Butter / Smoky notes / Pleasant finish / Long finish / Persistent,,,,Contains sulfites,13.0,,,,,,,,,Organic,,,,,,4.7,3,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/atrxa19_anv800.png,https://www.vinissimus.com/en/wine/cantallops-xarel-lo-d-at-roca/,2019.0,
Descregut Benvingut Merlot 2013,£13.40,,Red wine,Penedès ,Merlot,Celler Descregut,,,Picota cherry red / Clean / Bright,Clean / Higly aromatic / Full / Fruit aromas / Red fruit / Cherries / Fruits of the forest / Raspberry jam / Ageing notes / Toasty notes / Chocolate / Vegetal notes / Newly-mown grass / Mediterranean herbs,With volume / Warm / Unctuous / Velvety / Elegant / Fruit-forward / Long / Good acidity / Refreshing,,,,Contains sulfites,13.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/desbv13_anv800.png,https://www.vinissimus.com/en/wine/descregut-benvingut-merlot/,2013.0,
Bendito Destino Blanco 2021,£62.35,,White Wine,Ribera del Duero ,Albillo,Bendito Destino,,,,,,,,,Contains sulfites,12.5,"1,280  bottles",,6 months,French oak,Unfiltered,,,,,100 years,Limestone,Continental,950.00 meters,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bdbal21_anv800_1657199540.png,https://www.vinissimus.com/en/wine/bendito-destio-blanco/,2021.0,
Peique Viñedos Viejos 2018,£19.10,,Red wine,Bierzo ,Mencia,Bodegas Peique,"Vine growing and wine making run in the Peique family. Ramón Valle planted the first grapevines between 1930 and 1950, guided by instinct and forming a network of micro-parcels, mainly on slopes, creating a Mencía grape paradise, where work is only possible by hand. The soils of stone and clay, as well as a transitional climate between Atlantic and continental, endow this cellar's wines, and especially its Viñedos Viejos, with great freshness and elegance.
Matured for 12 months in French oak barrels and with a further 12 months of repose in bottle, the Peique Viñedos Viejos is a red that's elegant, with ripe black fruit, tobacco notes, leather and paprika, ample and flavoursome on the palate, sophisticated, with a velvety feel...: A Bierzo in the classic style.","For many years, the Mencia wines of the Bierzo appellation didn't manage to achieve recognition as top-quality wines. At the end of the nineteen nineties, however, a new generation of oenologists rediscovered the oldest vines and hidden treasures of this region and applied suitable wine-production methods to make the most of the true potential of the Mencia variety. Jorge Peique was one of these winemakers. In 1999 he founded the Bodegas Peique winery in Valtuille de Abajo where...",Ripe Picota cherry red / Deeply-coloured,Fruit aromas / Red fruit / Black fruit / Spices / Ageing notes / Roasted notes / Balsamic notes / Mineral notes,Full / Unctuous / Velvety / Persistent / Fruit-forward / Balanced / Structured / Balsamic notes / Liquorice / Silky,,Serve between 16ºC and 18ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,3.5,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/peivv18_anv800_1643214083.png,https://www.vinissimus.com/en/wine/peique-vinedos-viejos/,2018.0,
